Nom_llibre|Usuari|Puntuacio|Titol|Data|Text|Votacions
Encantado de conocerme (edición ampliada) (Clave)|LauraM|3,0 de 5 estrellas|Descubrimiento del eneagrama.|Revisado en España el 24 de noviembre de 2019|No es un manual de referencia, ni la solución a todos los problemas. Sin embargo va un poco más allá de cualquier manual de autoestima y te permite entender los distintos tipos de personalidad existentes, eso si, tienes que tener la mente los suficientemente abierta para no encasillarte en un eneatipo concreto.Pero establecida la personalidad predominante, puedes encontrar qué te centra y que te permite volver a tu esencia, de forma que, en momento críticos, dispongas de recursos donde agarrarte para “reconectar”.No había escuchado hablar del eneagrama hasta que este momento, y la verdad es que te da ganas de profundizar en su estudio.Sin embargo hay que ir con cuidado, ya que hay muchos “falsos gurus” que se limitan a “venderte” cursos que no te son necesarios. No creo que sea este el caso, si bien sería interesante conocer un poco más la formación y trayectoria profesional de su autor.Le daré alguna oportunidad más a sus libros, si bien en su canal de YouTube tiene ya muchos recursos gratuitos y que se repiten en sus libros.|A 6 personas les ha parecido esto útil
Encantado de conocerme (edición ampliada) (Clave)|maria arteaga cruz|5,0 de 5 estrellas|Interesante|Revisado en España el 26 de junio de 2018|Es un buen libro pero realmente te viene a decir lo que todos los libros de autoayuda te dicen.No te da unas pautas claras de como debes "arreglar tus problemas" y creo que casi lo promete, yo por lo menos no lo vi.Lo recomiendo, pero vamos, no te va a solucionar la vida.|A 6 personas les ha parecido esto útil
Encantado de conocerme (edición ampliada) (Clave)|Pedro DV|3,0 de 5 estrellas|No lo he acabado|Revisado en España el 29 de agosto de 2017|No digo que sea un mal libro, pero es el primero que leía sobre el Eneagrama y no me ha convencido. No puedo darle una mala nota al libro, quizás su enfoque no me haya gustado o simplemente sea el tema en sí.|A 7 personas les ha parecido esto útil
Encantado de conocerme (edición ampliada) (Clave)|Joel Pascual|5,0 de 5 estrellas|Imprescindible|Revisado en España el 27 de agosto de 2015|Si no has visto sus vídeos en Youtube sobre el eneagrama míralos.Después vuelve y alucina.El libro, aun siendo corto, es espectacular. Te dará una buena bofetada y después te hará crecer como persona.|A 17 personas les ha parecido esto útil
Encantado de conocerme (edición ampliada) (Clave)|Abraham Nuez|5,0 de 5 estrellas|Un libro esencial en todo bibliotec|Revisado en España el 4 de junio de 2017|El autor explica de forma sencilla y directa no sólo el Eneagrama sino las estructuras mentales de las personas. Una vez leído cambiará la forma de ver la vida.|A 9 personas les ha parecido esto útil
Isadora Moon va a una fiesta de pijamas (Isadora Moon)|CVM|5,0 de 5 estrellas|Es mas que un cuento de una fiesta de pijamas|Revisado en España el 28 de junio de 2019|Comencé a comprar la serie de Isadora Moon porque me pareció una idea muy buena para explicar de una forma fácilla diversidad, que no todos tenemos que ser iguales y las situaciones que se dan cuando los padres son de paises distintos (hadas y vampiros) y los hijos empiezan a ser conscientes de ello. En concreto el primer número aborda muy bien estos temas con un lenguaje apto y adsequible para niños de 5-7 años. Este libro de la fiesta de pijamas es una excusa para hablar sobre el esfuerzo, que no está bien hacer trampas, que hacerlas puede tener consecuencias que no esperabas, que el miedo a herir a tu mejor amigo no debe obligarte a hacer lo que piensas que no es correcto. Me ha sorprendido, por la facilidad con la que aborda y soluciona estos temas incluyendo el hablar con tus padres cómo parte de encontrar uno mismo la respuesta a lo que debes/quieres hacer. Me gusta que la niña (hada vampiro) protagonista tenga carácter y su propia perspectiva siendo cápaz de encontrar siempre lo bueno de las cosas diferentes. Lo recomiendo.|A 8 personas les ha parecido esto útil
Isadora Moon va a una fiesta de pijamas (Isadora Moon)|David Ruiz |5,0 de 5 estrellas|Buena colección de libros para iniciarse en la lectura|Revisado en España el 5 de julio de 2019| Una colección de libros que a mi niña de 8 año le encanta, le esta ayudando mucho a coger hábito de lectura.  Un libro en un lenguaje fácil y escrito para niños y con algunos dibujos que le hace más amena la lectura|A 4 personas les ha parecido esto útil
Isadora Moon va a una fiesta de pijamas (Isadora Moon)|priapo|5,0 de 5 estrellas|Genial para primeras lectoras|Revisado en España el 18 de abril de 2019|La colección favorita de mi hija de 5 años, tanto, que estos dos ejemplares son un regalo para dos amigas de su clase a las que les ha hablado tanto del hada vampiro que quiere que lo lean por sí mismas.|A una persona le ha parecido esto útil
Isadora Moon va a una fiesta de pijamas (Isadora Moon)|ASFS|5,0 de 5 estrellas|Entretenido y ameno para iniciar en el hábito de lectura|Revisado en España el 1 de abril de 2020|Recomendable para iniciarse en el hábito de la lectura. Mi hija de casi 9 años se enganchó al personaje el año pasado y desde entonces ha leído todos los de la colección.|
Isadora Moon va a una fiesta de pijamas (Isadora Moon)|BEATRIZ|5,0 de 5 estrellas|Perfecto|Revisado en España el 13 de mayo de 2019|A mi hija le encantan estos libros. Seguiré comprando a medida que vayan saliendo mas a la venta.|A una persona le ha parecido esto útil
Isadora Moon va a una fiesta de pijamas (Isadora Moon)|Luisan |4,0 de 5 estrellas|Fue un regalo|Revisado en España el 12 de diciembre de 2019|Fue un regalo para mi nieta aun no lo leyó supongo que será un éxito porque el anterior se lo leyó en dos días y este lo pidió ella.|
Isadora Moon va a una fiesta de pijamas (Isadora Moon)|LAURI|5,0 de 5 estrellas|Entretenido|Revisado en España el 8 de septiembre de 2019|Es el primer libro que le compró a mi hija de esta colección y ya me ha dicho que quiere otro. Muy fácil de leer y entretenido|
Isadora Moon va a una fiesta de pijamas (Isadora Moon)|Fernando|5,0 de 5 estrellas|perfecto para niña de primaria|Revisado en España el 15 de enero de 2020|A mi hija de primaria le encanta, así poco más que decir. Las tapas, papel y tintas son de buena calidad|
Cómo dibujar los personajes de Harry para niños: Aprende a dibujar más de 40 de tus personajes favoritos paso a paso (no oficial)|José María Torreblanca|2,0 de 5 estrellas|Mal diseño de las instrucciones de los dibujos|Revisado en España el 26 de enero de 2020|El libro no está bien diseñado para que los niños puedan dibujar correctamente. Se supone que tienen que seguir paso a paso las instrucciones, así que el libro les pide que dibujen un círculo para la cabeza, pero luego tienen que ponerle el pelo en donde han dibujado el círculo, con lo que se tienen que poner a borrar lo que ya habían dibujado. Una pena que a una buena idea cómo está le hayan puesto tan poco interés en el contenido y en su calidad.|A 2 personas les ha parecido esto útil
Cómo dibujar los personajes de Harry para niños: Aprende a dibujar más de 40 de tus personajes favoritos paso a paso (no oficial)|Cliente Amazon|3,0 de 5 estrellas|No oficial|Revisado en España el 6 de enero de 2020|No le hice caso a lo de " no oficial" y los dibujos no están muy conseguidos, pero el proceso de aprendizaje es genial|A 3 personas les ha parecido esto útil
Cómo dibujar los personajes de Harry para niños: Aprende a dibujar más de 40 de tus personajes favoritos paso a paso (no oficial)|Maria|5,0 de 5 estrellas|Buen regalo|Revisado en España el 19 de enero de 2020|Regalo original. Libro de dibujo entretenido y con muchas páginas para dibujar. Muy buen precio y envío rápido.|
Cómo dibujar los personajes de Harry para niños: Aprende a dibujar más de 40 de tus personajes favoritos paso a paso (no oficial)|Milagros|5,0 de 5 estrellas|Buena relación calidad precio|Revisado en España el 24 de marzo de 2020|Tal y como esperaba.todo bien|
Invisible (Nube de Tinta)|chuss (@biblioplaya)|5,0 de 5 estrellas|El libro del año!!!!!!!|Revisado en España el 3 de febrero de 2018|He de decir que esta novela es IMPRESCINDIBLE para la humanidad. He llorado y me ha llegado tan dentro que volveré a leer, releer, regalar y recomendar.  Intentaré que se trabaje con los alumnos, incluso yo la trabajaré con los míos aunque son muy pequeños. Gracias Eloy, porque siempre nos remueves  el alma, la conciencia y porque con tu novela Invisible  podrás y puedes hacer que cada uno recapacitemos. Espero que no haya más personas invisibles y que todos formemos parte de ello....todo esto es la novela de Eloy.Magnifica, emotiva, un viaje a lo cada uno hemos sido....|A 49 personas les ha parecido esto útil
Invisible (Nube de Tinta)|Cristina Montero García|5,0 de 5 estrellas|TE HARÁ SENTIR, VIVIR, GOZAR, PENSAR, QUERER, SONREÍR, LLORAR...|Revisado en España el 8 de febrero de 2018|Es difícil comentar, por no desvelar de qué trata, es mejor descubrirlo poco a poco, como Eloy Moreno va haciendo metiéndonos en la piel de cada uno de los personajes que podemos ser cualquiera de nosotros.Desde el momento que empecé a leer no podía despegarme de sus páginas. Ha tratado el tema de una manera que hace pensar y muuuucho y, ojalá, sirva para cambiar a tantos y tantos que vuelven "Invisibles", sin muchas veces darse cuenta, a los que tienen cerca.Pienso que sería muy bueno que llegara a oídos de profesores y directores de colegios e institutos y valoraran que fuera lectura obligatoria... Más de uno se "salvaría" de ser Invisible.Gracias, Eloy, por hacerme sentir, vivir, gozar, pensar, querer, sonreír, llorar... con cada una de las palabras que dan vida a tus libros.¡¡¡Muy recomendable!!!|A 26 personas les ha parecido esto útil
Invisible (Nube de Tinta)|dipero|5,0 de 5 estrellas|imprescindible|Revisado en España el 2 de febrero de 2018|La ultima novela de Eloy Moreno es maravillosa, la historia, los personajes, pero sobre todo es lo que te hace pensar, lo que te hace sentir, ojalá todo el mundo la leyera y nos dieramos cuenta de los errores que cometemos.Lo pondría de lectura obligatoria en la ESO.|A 21 personas les ha parecido esto útil
Invisible (Nube de Tinta)|Esperanza Lorenzo|5,0 de 5 estrellas|Lectura obligada en todos los centros educativos|Revisado en España el 29 de junio de 2018|Sólo puedo decir de este libro que me ha fascinado, como todos los demás de Eloy Moreno, ya que he leído todas sus obras y cada una me ha movido algo por dentro más que la anterior. Sin entrar a desvelar más sobre la temática, debo decir que me ha ayudado a cerrar viejas heridas y a afrontar el pasado desde otro punto de vista. Mi enhorabuena una vez más Eloy.|A 17 personas les ha parecido esto útil
Invisible (Nube de Tinta)|Lidia|5,0 de 5 estrellas|Para leer, releer, regalar y no parar de compartir.|Revisado en España el 3 de abril de 2019|Desgarrador, ufff lo que he llorado...!!!Muy fácil de leer, no podía dejarlo. Al principio da la sensación de que te pierdes, pero poco a poco te vas dando cuenta de la genialidad de empezar así una obra tan actual y necesaria. Debería estar en todos los colegios, institutos y centros donde asistan niños, jóvenes y adultos.Recomendadísima sin lugar a dudas...!!!|A 11 personas les ha parecido esto útil
Invisible (Nube de Tinta)|Cliente Amazon|5,0 de 5 estrellas|Maravilloso y duro a partes iguales|Revisado en España el 28 de febrero de 2018|Como otros libros de Eloy Moreno, "Invisible" me ha encantado y me ha hecho ser mucho más consciente sobre el acoso escolar. Es una historia dura que espero que sirva para que este problema deje de darse y que abramos los ojos y actuemos, porque muchas veces todos somos culpables mirando hacia otro lado. Muy recomendable|A 14 personas les ha parecido esto útil
Invisible (Nube de Tinta)|Cliente Amazon|5,0 de 5 estrellas|Desgarrador y real|Revisado en España el 20 de febrero de 2019|De los mejores libros que he leído en mucho, muchísimo tiempo. Lo he acabado en tan sólo un día. No podía parar de leer por la angustia de saber que pasaba con el protagonista. Lo considero de lectura obligada en colegios e institutos. Cada vez somos más conscientes de lo invisibles que podemos llegar a ser. Felicidades Eloi por tu maravillosa obra. Sin duda tienes un don.Descubrirte con este libro me ha llevado a seguir lleyendo más de ti. Y he acabado hace nada otra gran obra tuya...El regalo. Pero de ella ya hablaré donde pertenece. Muchísimas felicidades y mil gracias por tu forma de transmitir. Eres dulce y sensible. Apasionado y delicado cuando toca. Me encantas!!!|A 9 personas les ha parecido esto útil
Invisible (Nube de Tinta)|Ana|5,0 de 5 estrellas|Siempre acierto|Revisado en España el 3 de julio de 2018|Eloy Moreno se ha convertido en uno de mis escritores preferidos. Me encanta su manera de escribir.Invisible, nos pone a cada uno en su lugar,Una historia que por desgracia todos conocemos, unos la sufren, otros la ignoran y otros luchan por que no vuelva a suceder|A 10 personas les ha parecido esto útil
El monstruo de colores (edición pop-up) (POP UP  Cuentos flamboyant)|Ana Belén |5,0 de 5 estrellas|El monstruo de los colores.|Revisado en España el 7 de marzo de 2019|Un libro muy bien ilustrado para pequeños y no tan pequeños, es justamente lo que les hace expresarse, con este libro saben el color de cada sentimiento suyo, no hace falta apenas leer y por supuesto ellos menos, solamente hay que hablarles y que los peques se dejen llevar expresándose. Simplemente nos encanta.|A 34 personas les ha parecido esto útil
El monstruo de colores (edición pop-up) (POP UP  Cuentos flamboyant)|Cliente Amazon|5,0 de 5 estrellas|Precioso|Revisado en España el 15 de abril de 2019| Es chulisimo y los pop-ups impresionantes! Eso sí, para niños muy pequeños un poco delicados porque es fácil que los rompan. Los textos también son un poco complejos para depende qué edades,  porque se utilizan metáforas para describir las emociones que algunos no entenderán.  Pero con las imágenes,  viéndolo con ellos y contárselo a cada uno según su edad, es un libro que puede usarse para todos.|A 26 personas les ha parecido esto útil
El monstruo de colores (edición pop-up) (POP UP  Cuentos flamboyant)|Cliente Amazon|5,0 de 5 estrellas|De los mejores pop up para niños|Revisado en España el 24 de diciembre de 2018|El libro fue un regalo. Conocía este libro de antes, al haber trabajado en una guardería y absolutamente TODOS los niños lo aman. Es genial para enseñarles a identificar sus emociones. Eso sí, hay que tener cuidado porque es algo frágil en manos de un niño muy pequeño. El libro encanta desde los 18 meses a los 5. Para mí es ideal para niños de 2-3 años|A 7 personas les ha parecido esto útil
El monstruo de colores (edición pop-up) (POP UP  Cuentos flamboyant)|Silvia|5,0 de 5 estrellas|Le encanta|Revisado en España el 6 de octubre de 2019|Tapas duras y es muy difícil que se rompa. Por dentro hay que tener cuidado ya que son desplegables y pueden rasgarse pero en general está muy bien en cuanto a resistencia. Es muy colorido y explica muy bien las emociones. Los niños lo entiende muy bien. Se sienten identificados y lo dicen relacionando los monstruos. Muy explicativo y claro. Para niños entre 2-3 años aprox lo recomiendo|A 3 personas les ha parecido esto útil
El monstruo de colores (edición pop-up) (POP UP  Cuentos flamboyant)|**V|5,0 de 5 estrellas|Precioso|Revisado en España el 8 de octubre de 2019|Compré este libro ya que mis mellizos de 2 años y medio lo querían desde que lo vieron en el cole.  Es precioso, las ilustraciones y pop ups son geniales y a ellos les encanta!Solo unos detalles: los textos para su edad son complejos, así que yo les cuento algo más adaptado según las emociones, y lo han roto el primer día porque algunos pop ups son muy delicados, quizás sea para niños un pelín más grandes.  La entrega perfecta|A una persona le ha parecido esto útil
El monstruo de colores (edición pop-up) (POP UP  Cuentos flamboyant)|Javier Blanco|5,0 de 5 estrellas|Muy atractivo y didáctico a nivel emocional para niños de 2-6 años|Revisado en España el 18 de enero de 2020|El monstruo de colores es un libro que funciona muy bien en niños de 2-6 años. Suelen conocerlo porque es muy popular en guarderías y ludotecas, y  si no lo tienen es un acierto seguro.La serie tiene varios títulos pero este en concreto trabaja de una forma muy sencilla las emociones. Los dibujos son vívidos y cuidados. Otros libros entran en otros temas como el inicio del colegio asique si el niño le coge gusto al personaje es bastante bueno para trabajar diversos aspectos del desarrollo.Al ser pop up ya resulta extremadamente atractivo. El libro es bastante resistente pero los niños son niños así que no es un libro para dejar a libre uso si son muy pequeños.|
El monstruo de colores (edición pop-up) (POP UP  Cuentos flamboyant)|Jessica Perez Pomares|5,0 de 5 estrellas|Cuento entretenido!|Revisado en España el 24 de febrero de 2020|Es un cuento de las emociones, muy chulo mis hijos les encanta, y al mismo tiempo aprenden las emociones, muy bonico y educativo!|A 3 personas les ha parecido esto útil
El monstruo de colores (edición pop-up) (POP UP  Cuentos flamboyant)|Tania|5,0 de 5 estrellas|Llamativo, didáctico y adorable|Revisado en España el 21 de febrero de 2020|Tengo dos niños pequeños de 3 y 4. Conocíamos el monstruo de colores pero aún no nos habíamos hecho con él (así es mi corazón, las gafas de sentir y cosquillas para el corazón tratan los sentimientos y nos encantan). En el cole trabajan por proyectos, el tema actual Para 3 años es “los sentimientos”. La profe me enseñó este formato del libro, del que se va a ayudar para desarrollar la temática y simplemente me enamoró. Mis hijos encantados! Es un libro muy visual, colores llamativos, imágenes sencillas pero muy cálidas.|
Los 7 hábitos de la gente altamente efectiva. Ed. revisada y actualizada: La revolución ética en la vida cotidiana y en la empresa (Prácticos)|Javier S.|5,0 de 5 estrellas|¡Este libro cambiará tu vida!|Revisado en España el 6 de junio de 2019|Este es, sin lugar a dudas, uno de los mejores y más poderosos libros que he leído en mi vida. Lo he recomendado a innumerables personas. El hecho de que lo estés buscando dice mucho sobre tu nivel de autoconciencia tal como es y este libro se basa en eso. Muy rara vez los libros realmente me hacen involucrarme cuando los leo, pero este libro lo hace. Hay tantas cosas buenas que tenía que tomar notas que podía consultar rápidamente. ¿Sabes cómo algunos libros te hacen decir cosas en voz alta? Leerás algo y dirás "¡si! ¡exactamente!" o lee algo profundo y simplemente siéntate estupefacto, diciendo "ow", ¿y tienes que tomarte un momento para reflexionar sobre ello? Este libro está lleno de momentos como ese.También hay muchas cosas prácticas aquí. Desafíos para ti. Las formas en que puede comenzar a cambiar su forma de pensar haciendo un inventario emocional de su vida y lo que está haciendo o sintiendo todos los días. Si estás aquí buscando un libro que te ayude a aprovechar esa pequeña chispa dentro de ti que dice: "Puedes ser mejor", entonces este es el libro. No eres un animal. La vida no te condiciona como a un perro. Este libro trata sobre la parte intocable de tu espíritu humano que nadie además de ti controla. Este libro trata sobre cómo llevar el clima soleado contigo dondequiera que vayas, aprendiendo cuánto te beneficia una actitud proactiva, y realmente lo triste y inútil que es caminar por la vida permitiendo que las cosas arruinen tu día. Las cosas no arruinan tu día. Tu arruinas tu dia, tu estás siempre en control.No te arrepentirás.|A 35 personas les ha parecido esto útil
Los 7 hábitos de la gente altamente efectiva. Ed. revisada y actualizada: La revolución ética en la vida cotidiana y en la empresa (Prácticos)|Mery|5,0 de 5 estrellas|7 etapas para poner en práctica|Revisado en España el 2 de septiembre de 2018|Estupendo libro para continuar ampliando mis conocimientos sobre Psicología y Desarrollo Personal. Un libro muy práctico y sencillo de entender. ¡Recomendado!|A 15 personas les ha parecido esto útil
Los 7 hábitos de la gente altamente efectiva. Ed. revisada y actualizada: La revolución ética en la vida cotidiana y en la empresa (Prácticos)|Cliente Amazon|5,0 de 5 estrellas|IMPRESCINDIBLE|Revisado en España el 10 de julio de 2018|Un libro que todas las personas deberían leer. Los valores y principios que transmite este libro van mucho más allá de la gestión o de los negocios como podría parecer por su título. Es un compendio de sabiduría sobre respeto, desarrollo del carácter y relación con los demás y con uno mismo.|A 11 personas les ha parecido esto útil
Los 7 hábitos de la gente altamente efectiva. Ed. revisada y actualizada: La revolución ética en la vida cotidiana y en la empresa (Prácticos)|Cliente Amazon|5,0 de 5 estrellas|Lectura necesaria|Revisado en España el 11 de octubre de 2018|Excelente libro. La forma en la que está escrito y sus ejemplos ayudan a reflexionar sobre múltiples situaciones familiares y profesionales. No descubre ningún secreto, pero su lectura y revisión periódica ayudan a evolucionar y, sobre todo, a afrontar la vida con más seguridad y menos estrés|A 9 personas les ha parecido esto útil
Los 7 hábitos de la gente altamente efectiva. Ed. revisada y actualizada: La revolución ética en la vida cotidiana y en la empresa (Prácticos)|Manuel|1,0 de 5 estrellas|Más de lo mismo, ndad nuevo.|Revisado en España el 5 de septiembre de 2019|Aparte de que la encuadernación y calidad del libro es muy normalita, el contenido es repetitivo y sin profundidad.Se pierde en historias inútiles y experiencias sin lanzar en ningún momento ningún mensaje o conclusión definitiva.La verdad es que no me debería de haber esperado nada especial, pero tenía la esperanza de poder leer algo con un contenido un poco más interesante.Si te gustan este tipo de libros, quizás sea entretenido, pero si te esperas algo un poco serio, en mi opinión es una pérdida de tiempo.|A 3 personas les ha parecido esto útil
Los 7 hábitos de la gente altamente efectiva. Ed. revisada y actualizada: La revolución ética en la vida cotidiana y en la empresa (Prácticos)|Manuel|5,0 de 5 estrellas|Imprescindible|Revisado en España el 9 de abril de 2017|Imprescindible tanto para la vida personal, familiar y profesional. Debería ser de lectura obligada para todo el mundo. Lleno de sabiduría y buenos consejos|A 11 personas les ha parecido esto útil
Los 7 hábitos de la gente altamente efectiva. Ed. revisada y actualizada: La revolución ética en la vida cotidiana y en la empresa (Prácticos)|Amazon Customer|5,0 de 5 estrellas|muy útil. Engancha!|Revisado en España el 19 de abril de 2017|Muy útil. Engancha desde el primer momento. El autor emplea un lenguaje muy directo y con ejemplos prácticos que hacen que sea fácil de recordar. Muy recomendable|A 8 personas les ha parecido esto útil
Los 7 hábitos de la gente altamente efectiva. Ed. revisada y actualizada: La revolución ética en la vida cotidiana y en la empresa (Prácticos)|Antonio Egea|5,0 de 5 estrellas|Gran libro|Revisado en España el 8 de julio de 2015|Este no es un libro de autoayuda, es más bien un manual de vida que propone un método para mejorar desde uno mismo proyectándolo a cualquier aspecto de la vida|A 23 personas les ha parecido esto útil
Los Futbolísimos.El misterio de los siete goles en propia puerta|David|5,0 de 5 estrellas|libro que entretiene|Revisado en España el 30 de abril de 2017|Doy un 10 porque mi sobrino, que no es de mucho leer, nos lo pidió. Le regalamos en primero de la colección y le gustó mucho, le he dicho que sin problemas que si les gusta que vaya pidiendo cuando vaya acabando que seguiremos comprando. Que un niño de 10 años pida un libro, y es un niño que no le gusta demasiado leer como maestro me encantó|A 3 personas les ha parecido esto útil
Los Futbolísimos.El misterio de los siete goles en propia puerta|Tomas|5,0 de 5 estrellas|Muuuy chulo|Revisado en España el 12 de octubre de 2018|Me gustó mucho y es muy entretenido. Le pongo five stars porque no hay más estrellas. Me faltan muy pocos por leer :)y estoy esperando que mi padre me compre otroAbreviado: muy guayDadle like a este comentario.Salute Tomás Viedma.|A una persona le ha parecido esto útil
Los Futbolísimos.El misterio de los siete goles en propia puerta|Maria Jesus😉|5,0 de 5 estrellas|Si eres futbolero, te encantará|Revisado en España el 20 de octubre de 2018|A mi hija de 7 años y a mi nos encanta. Nos encantó la película y a pesar de que el libro es recomendado  para 10 años, nos hemos arriesgado. Y nos gusta mucho.Es sencillo de leer, lenguaje juvenil pero correcto. Se lee rápido y no le asusta que tenga tantas páginas. Al ser futboleras, nos gusta mucho el tema y nos encanta que el equipo sea mixto porque nos podemos identificar nosotras también con los personajes femeninos.|A una persona le ha parecido esto útil
Los Futbolísimos.El misterio de los siete goles en propia puerta|Bitxi |5,0 de 5 estrellas|Muy entretenido|Revisado en España el 13 de enero de 2017|Un libro divertido y que mantiene a los niños engancharos a la lectura, no son los libros que yo leería pero sirven para engancharles a los niños a la lectura. Con estos libros cogen hábito de leer y eso también es importante. Los temas están enfocados desde el punto de vista de niños de 10-11 años y por eso a ellos les gusta. He comprado toda la colección pero se pueden leer por separado.|A una persona le ha parecido esto útil
Los Futbolísimos.El misterio de los siete goles en propia puerta|Elena|5,0 de 5 estrellas|Estupendo|Revisado en España el 19 de noviembre de 2018|Es un libro super entretenido, se lo compre a mi hijo de 8 años y según iba avanzando en capítulos quería leer más y más. Está muy bien, las ilustraciones son estupendas y las letras de un tamaño grande para que no de cansen tanto.lo recomiendo.|
Los Futbolísimos.El misterio de los siete goles en propia puerta|Sandrine|5,0 de 5 estrellas|Enganchadiiisiiimos|Revisado en España el 11 de julio de 2019|Fue mi hijo de 8 años q me pidió comprarselo tras leer unas lineas en la biblioteca del cole y estamos enganchados, siempre queremos saber q va a pasar y seguir leyendo. Creo qbvamos hacer la colección|
Los Futbolísimos.El misterio de los siete goles en propia puerta|Dani|5,0 de 5 estrellas|Dani|Revisado en España el 13 de mayo de 2018|Mi hijo de 8 años esta encantado tanto q vamos a por todos q son 11 libros pero cada uno lo coje con la misma ilusion y se mete dentro del libro como cualquier lector adulto  . Yo e leido un par de capitulos y son divertidos sobre todo porque hablas de cosas de actualidad para los niño tanto de juego como de estrellas de futbol etc.|
Los Futbolísimos.El misterio de los siete goles en propia puerta|JUAN A.|5,0 de 5 estrellas|Vendedor, producto y transporte inmejorable|Revisado en España el 9 de enero de 2020|Continúa la saga. Todo perfecto: el libro, como si lo hubiese comprado en una biblioteca, llegó antes de la fecha esperada. El embalage, muy bueno. Vendedor fiable 100%|
Mi primer libro para colorear ANIMALES — A partir de 1 año — Libro de dibujar para niños y niñas con 50 motivos de animales, libro para garabatear: ... en blanco: Libro de dibujo para niño y niña|Desirée|5,0 de 5 estrellas|Muy chulo|Revisado en España el 19 de diciembre de 2019| Esta muy bien la verdad, creia que solo tendria 4 o 5 paginas pero tiene un monton de dibujos y al final unas hojas en blanco para que dibujen desde cero.|A 35 personas les ha parecido esto útil
Mi primer libro para colorear ANIMALES — A partir de 1 año — Libro de dibujar para niños y niñas con 50 motivos de animales, libro para garabatear: ... en blanco: Libro de dibujo para niño y niña|Isabel|5,0 de 5 estrellas|Muy chulo|Revisado en España el 20 de noviembre de 2019|Esta muy chulo, tiene las rayas de los dibujos gorditas para que pinten por dentro del dibujo con más facilidad|A 2 personas les ha parecido esto útil
Mi primer libro para colorear ANIMALES — A partir de 1 año — Libro de dibujar para niños y niñas con 50 motivos de animales, libro para garabatear: ... en blanco: Libro de dibujo para niño y niña|Franjosé|5,0 de 5 estrellas|Buen libro para colorear|Revisado en España el 21 de marzo de 2020|Nos ha gustado mucho, las páginas un poco frágiles y si no se tiene cuidado se rompen con facilifad.A mi hijo de 22 meses le ha encantado los dibujos de los animales, e imita los sonidos de cada uno mientras los colorea.|
Mi primer libro para colorear ANIMALES — A partir de 1 año — Libro de dibujar para niños y niñas con 50 motivos de animales, libro para garabatear: ... en blanco: Libro de dibujo para niño y niña|Nerea|5,0 de 5 estrellas|Perfecto|Revisado en España el 6 de diciembre de 2019|Perfecto. Libro gordito con dibujos perfectos para niños que empiezan a colorear. Portadas suaves calidad excepcional.|A una persona le ha parecido esto útil
Mi primer libro para colorear ANIMALES — A partir de 1 año — Libro de dibujar para niños y niñas con 50 motivos de animales, libro para garabatear: ... en blanco: Libro de dibujo para niño y niña|Aida|5,0 de 5 estrellas|Recomendado|Revisado en España el 7 de febrero de 2020|Ideal para empezar a colorear. Los dibujos son sencillos y fácilmente identificables|
Mi primer libro para colorear ANIMALES — A partir de 1 año — Libro de dibujar para niños y niñas con 50 motivos de animales, libro para garabatear: ... en blanco: Libro de dibujo para niño y niña|Leandro Moreno Tobal|3,0 de 5 estrellas|Bonito y barato|Revisado en España el 6 de marzo de 2020|Se lo hemos regalado a mi sobrino, que esta aprendiendo a pintar. Tiene año y medio y le ha encantado. Al ser animales grandes puede pintar fácilmente y no se aburre. Tiene un precio que me parece muy económico. Muy chulo.|
Mi primer libro para colorear ANIMALES — A partir de 1 año — Libro de dibujar para niños y niñas con 50 motivos de animales, libro para garabatear: ... en blanco: Libro de dibujo para niño y niña|Veronica Marmol Garcia|5,0 de 5 estrellas|Muy chulo|Revisado en España el 15 de enero de 2020|Muy chulo.dibujos simples pero bonitos para bebes|
Mi primer libro para colorear ANIMALES — A partir de 1 año — Libro de dibujar para niños y niñas con 50 motivos de animales, libro para garabatear: ... en blanco: Libro de dibujo para niño y niña|Cliente Amazon|5,0 de 5 estrellas|Lo recomiendo!!!|Revisado en España el 1 de abril de 2020|A mi niña le encanta!!!|
¿A qué sabe la luna? (libros para soñar)|Nati|5,0 de 5 estrellas|Una buena compra|Revisado en España el 11 de mayo de 2016|Es un libro que te sorprende porque tiene las ilustraciones un poco oscuras, pero la historia es muy sencilla y bonita, a mi hijo de dos años le encanta, viene con un desplegable que hemos puesto en la habitación y le gusta mucho.|A 54 personas les ha parecido esto útil
